Fuel_Cost_6000_Miles
482
482
633
580
497
534
495
649
564
618
425
655
448
618
655
1237
475
409
913
572
806
731
821
414
618
633
588
510
504
707
883
633
479
663
460
633
724
649
642
603
513
417
865
883
655
594
513
1023
425
693
724
535
588
806
625
985
610
678
791
482
950
625
941
686
686
768
700
686
791
526
513
686
828
543
649
527
760
626
603
649
1033
540
440
594
517
610
520
610
633
649
724
716
967
649
678
550
625
641
588
588
526
858
649
655
571
760
716
828
791
626
686
747
1438
686
633
550
595
663
417
513
517
704
655
588
402
1347
618
543
550
1018
872
686
626
633
517
594
452
812
671
642
399
626
655
564
695
754
626
678
649
572
704
417
520
548
716
425
686
800
754
657
686
417
768
649
937
693
625
933
633
693
513
572
693
1675
588
686
782
695
707
883
695
1102
655
716
678
724
724
548
693
550
971
693
641
618
739
513
671
686
502
649
758
572
641
849
838
1120
517
649
663
564
642
495
663
633
716
768
917
663
572
678
686
724
905
626
513
1033
655
686
716
417
603
580
725
812
489
520
796
633
618
711
913
686
513
603
716
517
649
663
603
913
594
603
633
550
379
550
633
588
739
754
821
588
686
471
700
760
550
686
872
429
883
1075
580
700
495
994
1520
495
550
594
1085
800
876
467
655
693
747
739
580
1600
440
700
776
649
572
588
791
776
760
534
633
603
626
812
665
520
724
417
633
543
502
760
1091
686
534
663
754
641
618
774
828
663
994
791
489
1409
791
634
610
572
883
657
747
603
633
633
641
990
1730
791
409
747
618
456
760
1163
1048
649
649
686
671
731
671
495
657
610
898
1038
564
588
933
588
800
768
540
686
467
883
526
603
588
495
1069
754
782
657
747
517
768
821
671
898
649
594
433
588
520
580
548
739
724
425
510
925
495
933
540
678
800
610
641
913
633
1048
760
678
548
520
564
657
671
731
905
716
686
433
626
700
588
520
594
527
768
731
642
603
502
707
671
595
747
603
838
791
557
479
618
686
580
550
535
693
671
838
626
806
838
768
678
851
1033
883
980
633
580
724
571
937
482
504
417
838
425
409
707
739
883
663
520
994
588
760
665
402
731
693
925
1018
564
686
686
872
649
502
1520
440
686
791
452
513
495
739
487
456
663
572
760
564
782
671
394
460
747
707
739
618
709
724
510
800
858
603
504
700
649
535
618
610
425
649
633
497
588
671
695
548
686
782
649
838
678
782
417
580
513
633
980
655
925
425
440
747
502
557
1662
678
489
695
649
828
580
550
587
671
686
535
760
693
1624
520
572
642
580
890
603
858
686
671
941
686
510
700
603
1080
625
707
963
535
526
686
603
686
603
686
663
550
610
633
731
747
731
747
747
618
649
633
633
649
649
256
663
917
482
535
898
890
898
890
747
782
693
747
812
812
557
641
482
550
610
641
655
520
588
475
513
550
475
513
550
475
580
686
686
580
671
716
671
716
580
678
618
724
671
707
754
700
776
851
806
811
843
1033
1132
971
971
894
894
894
838
937
905
905
894
894
971
890
894
941
921
905
905
894
894
905
905
894
894
905
894
645
700
821
776
838
594
678
851
865
642
704
594
678
686
716
828
1850
1934
1850
1883
1883
1788
1883
1689
1689
1689
836
782
1251
1259
725
796
771
596
817
876
1150
1237
858
724
731
925
532
551
716
693
941
1038
1038
1038
711
651
1251
1364
1282
1305
1438
1347
513
520
550
564
617
618
678
394
572
610
671
594
641
626
617
425
402
528
550
594
760
610
641
663
626
633
693
441
754
564
557
557
572
564
564
580
378
448
580
618
707
716
479
526
821
765
828
768
693
700
707
716
471
517
739
747
782
768
883
941
1008
1008
1008
716
707
763
776
821
1195
707
700
739
747
760
858
883
700
739
844
800
851
844
610
797
858
950
671
724
479
517
812
776
812
806
603
776
812
921
725
735
1038
1048
1085
716
693
479
517
812
782
791
865
774
925
941
1008
1008
1008
865
618
865
742
925
941
1008
1008
851
865
958
693
724
707
739
782
838
579
618
876
883
1038
686
629
833
752
362
377
362
377
362
377
362
377
362
384
263
263
933
550
550
633
550
513
572
513
572
513
471
471
520
520
603
520
557
633
557
633
513
513
513
513
527
527
649
716
649
626
671
700
747
700
747
626
693
626
618
655
686
716
686
716
610
750
827
750
994
994
678
716
849
774
925
994
700
739
700
739
731
828
497
588
564
440
693
734
788
452
460
460
467
839
839
543
564
550
557
610
641
626
655
678
502
517
731
776
718
925
758
766
827
410
410
482
513
409
610
467
497
543
520
425
594
386
520
543
588
626
641
479
686
693
700
707
417
402
633
649
754
782
678
633
655
739
768
440
448
655
626
649
724
754
425
433
686
731
526
739
768
693
731
518
494
525
510
425
905
905
933
905
933
890
890
905
971
1048
747
806
851
821
606
673
624
635
665
651
689
689
645
606
581
581
618
637
618
637
691
608
691
608
651
689
726
641
695
663
726
641
695
663
585
585
467
543
489
513
543
588
543
440
402
594
510
671
618
610
872
671
618
610
872
564
594
526
440
564
594
433
487
417
580
678
548
865
828
580
610
448
502
433
594
671
557
535
527
572
572
535
527
479
402
489
527
520
572
497
497
535
527
471
479
402
535
564
550
456
495
456
641
603
571
716
739
686
806
1274
1447
1338
1330
1338
1409
1338
1313
1313
591
567
505
513
533
543
588
555
441
436
521
510
533
663
439
651
412
573
649
555
626
586
596
495
515
497
515
497
521
501
615
620
406
564
563
528
532
541
521
547
639
536
414
704
709
608
714
589
757
447
436
729
815
707
838
736
841
729
876
671
768
663
760
678
754
479
671
768
663
760
686
754
693
782
700
782
686
747
838
700
812
716
806
700
760
858
760
724
502
603
502
510
731
760
872
422
497
564
340
550
588
394
557
402
504
588
394
386
386
594
649
497
580
649
409
580
641
402
588
641
700
402
707
504
543
370
535
543
370
386
535
386
502
502
448
482
564
603
663
610
693
409
417
618
700
610
693
588
663
610
693
409
580
409
603
693
610
693
402
678
693
747
791
678
700
760
844
520
707
747
707
724
678
707
716
739
700
724
716
739
429
543
655
550
641
550
693
580
603
665
800
865
739
739
707
707
618
626
414
535
444
557
655
460
520
718
724
663
838
580
513
513
520
557
527
603
543
510
517
913
833
1064
974
859
1251
557
731
693
716
678
603
812
716
557
700
663
429
422
452
504
482
520
475
489
432
437
475
564
564
610
417
588
402
758
704
711
838
838
758
950
1023

557
535


580
633
557
618
