X,304,319.06,334.12,349.18,364.24,379.3,394.36,409.42,424.48,439.54,454.6,469.66,484.72,499.78,514.84,529.9,544.96,560.02,575.08,590.14,605.2,620.26,635.32,650.38,665.44,680.5,695.56,710.62,725.68,740.74,755.8,770.86,785.92,800.98,816.04,831.1,846.16,861.22,876.28,891.34,906.4,921.46,936.52,951.58,966.64,981.7,996.76,1011.82,1026.88,1041.94,1057,1072.06,1087.12,1102.18,1117.24,1132.3,1147.36,1162.42,1177.48,1192.54,1207.6,1222.66,1237.72,1252.78,1267.84,1282.9,1297.96,1313.02,1328.08,1343.14,1358.2,1373.26,1388.32,1403.38,1418.44,1433.5,1448.56,1463.62,1478.68,1493.74,1508.8,1523.86,1538.92,1553.98,1569.04,1584.1,1599.16,1614.22,1629.28,1644.34,1659.4,1674.46,1689.52,1704.58,1719.64,1734.7,1749.76,1764.82,1779.88,1794.94,1810
Y1,0.036748538,0.04425217,0.052944567,0.062939235,0.074345878,0.087267233,0.101795672,0.118009687,0.13597037,0.155718041,0.177269149,0.200613619,0.225712777,0.252497983,0.280870087,0.310699779,0.341828891,0.37407263,0.407222723,0.441051386,0.475315981,0.509764225,0.544139745,0.578187789,0.611660876,0.644324178,0.675960434,0.706374243,0.735395568,0.762882379,0.788722361,0.812833667,0.835164761,0.85569339,0.874424805,0.89138934,0.906639487,0.920246625,0.932297547,0.942890925,0.952133848,0.960138546,0.967019382,0.972890195,0.977862021,0.982041232,0.985528084,0.988415658,0.990789183,0.992725672,0.994293855,0.995554346,0.996559986,0.997356342,0.99798228,0.998470614,0.998848763,0.999139413,0.999361149,0.999529055,0.999655254,0.9997494,0.999819113,0.999870351,0.999907729,0.999934794,0.999954246,0.999968122,0.999977947,0.999984853,0.99998967,0.999993005,0.999995297,0.999996861,0.99999792,0.999998631,0.999999106,0.99999942,0.999999627,0.999999761,0.999999848,0.999999905,0.99999994,0.999999963,0.999999977,0.999999986,0.999999991,0.999999995,0.999999997,0.999999998,0.999999999,0.999999999,1,1,1,1,1,1,1,1,1
Area of Y1,---,0.609935334,0.731891432,0.872605034,1.033756906,1.216946731,1.423643677,1.655134351,1.912469828,2.196413738,2.507393541,2.845457244,3.210237766,3.600927028,4.016261567,4.454521091,4.913540891,5.390738456,5.883154011,6.387504043,6.900246273,7.41765395,7.935896891,8.451126329,8.95956045,9.457567458,9.94174313,10.40898012,10.85652668,11.28203294,11.6835837,12.05971689,12.40942816,12.73216187,13.02779,13.29658051,13.53915707,13.75645243,13.94965762,14.1201692,14.26953654,14.39941113,14.5114992,14.60751912,14.68916419,14.7580715,14.81579695,14.86379638,14.90341246,14.93586686,14.96225704,14.98355695,15.00062092,15.01418995,15.02489982,15.03329029,15.03981491,15.04485096,15.04870923,15.05164324,15.05385785,15.05551704,15.05675091,15.05766166,15.05832894,15.05881419,15.05916447,15.05941543,15.0595939,15.05971989,15.05980816,15.05986954,15.05991192,15.05994095,15.0599607,15.05997403,15.05998296,15.0599889,15.05999282,15.05999539,15.05999706,15.05999814,15.05999883,15.05999927,15.05999955,15.05999972,15.05999983,15.0599999,15.05999994,15.05999996,15.05999998,15.05999999,15.05999999,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06
